Year,Month,Day,Hour,MUSG,SNRD,HARF,GENE,CASC
2018,3,29,15,2551.8125,1134.65,0,1349.3,15886
2018,3,29,16,2313.032143,606.3,0,738.825,15766
2018,3,29,17,850.5527778,159.65,0,356.475,16746
2018,3,29,18,59.975,10.25,0,22.6,14687
2018,3,29,19,0,0,0,0,8669
2018,3,29,20,0,0,0,0,2405
2018,3,29,21,0,0,0,0,98
2018,3,29,22,0,0,0,0,0
2018,3,29,23,0,0,0,0,0
2018,3,30,0,0,0,0,0,0
2018,3,30,1,0,0,0,0,0
2018,3,30,2,0,0,0,0,0
2018,3,30,3,0,0,0,0,0
2018,3,30,4,0,0,0,0,0
2018,3,30,5,0,0,0,0,0
2018,3,30,6,183.6388889,49.825,0,102.425,0
2018,3,30,7,1290.375,349.55,0,632.525,2
2018,3,30,8,2679.6,857.075,0,1306.2,127
2018,3,30,9,3783.15,1286.1,0,1821.25,1822
2018,3,30,10,4001.65,1552.45,0,1980.2,7628
2018,3,30,11,4000.075,1684.95,0,1980.625,13851
2018,3,30,12,3990.0875,1707.075,0,1979.575,16263
2018,3,30,13,3989.532143,1618.2,0,1980,17952
2018,3,30,14,3952.916667,1419.175,0,1935.025,17954
2018,3,30,15,3230.3,1066.65,0,1435.375,17951
2018,3,30,16,2005.225,567.575,0,771.5,17945
2018,3,30,17,616,153.125,0,382.975,17358
2018,3,30,18,45.85,12.875,0,26.825,13154
2018,3,30,19,0,0,0,0,7901
2018,3,30,20,0,0,0,0,1684
2018,3,30,21,0,0,0,0,89
2018,3,30,22,0,0,0,0,0
2018,3,30,23,0,0,0,0,0
2018,3,31,0,0,0,0,0,0
2018,3,31,1,0,0,0,0,0
2018,3,31,2,0,0,0,0,0
2018,3,31,3,0,0,0,0,0
2018,3,31,4,0,0,0,0,0
2018,3,31,5,0,0,0,0,0
2018,3,31,6,47.3875,33.9,0,0,0
2018,3,31,7,199.375,120.15,0,32.475,1
2018,3,31,8,137.275,134.575,0,66.075,72
2018,3,31,9,203.325,161.7,0,93.15,772
2018,3,31,10,289.9125,116.2,0,111.7,1759
2018,3,31,11,406.7375,114.175,0,207.275,2328
2018,3,31,12,541.275,112.95,0,281.4,2482
2018,3,31,13,283.4375,142.875,0,161.5,1943
2018,3,31,14,92.3,52.85,0,118.225,2167
2018,3,31,15,132.025,41.775,0,82,2244
2018,3,31,16,116.5035714,54.45,0,55.3,1751
2018,3,31,17,71.28888889,10.475,0,25.2,885
2018,3,31,18,14.725,0,0,0.95,366
2018,3,31,19,0,0,0,0,458
2018,3,31,20,0,0,0,0,108
2018,3,31,21,0,0,0,0,1
2018,3,31,22,0,0,0,0,0
2018,3,31,23,0,0,0,0,0
2018,4,1,0,0,0,0,0,0
2018,4,1,1,0,0,0,0,0
2018,4,1,2,0,0,0,0,0
2018,4,1,3,0,0,0,0,0
2018,4,1,4,0,0,0,0,0
2018,4,1,5,0,0,0,0,0
2018,4,1,6,9.95,0,0,11.5,0
2018,4,1,7,94.25,7.3,0,139.875,0
2018,4,1,8,150.675,23.3,0,294.15,0
2018,4,1,9,226.725,18.65,0,726.6,17
2018,4,1,10,651.5,38.175,0,487.3,156
2018,4,1,11,1014.525,45.675,0,684.35,283
2018,4,1,12,951.9321429,40.325,0,821.55,316
2018,4,1,13,214.8638889,70.15,0,1255.625,851
2018,4,1,14,88.325,18.5,0,511.3375,1949
2018,4,1,15,245.925,10.225,0,410.9,2810
2018,4,1,16,220.9125,28.74285714,0,375.55,4279
2018,4,1,17,98.25,1.725,0,116.625,4143
2018,4,1,18,3.975,0,0,1.225,608
2018,4,1,19,0,0,0,0,576
2018,4,1,20,0,0,0,0,194
2018,4,1,21,0,0,0,0,12
2018,4,1,22,0,0,0,0,0
2018,4,1,23,0,0,0,0,0
2018,4,2,0,0,0,0,0,0
2018,4,2,1,0,0,0,0,0
2018,4,2,2,0,0,0,0,0
2018,4,2,3,0,0,0,0,0
2018,4,2,4,0,0,0,0,0
2018,4,2,5,0,0,0,0,0
2018,4,2,6,9.9,0,0,21.875,0
2018,4,2,7,49.89642857,8.35,0,141.775,0
2018,4,2,8,226.8666667,37.85,0,470.425,4
2018,4,2,9,478.275,59.05,0,1630.825,112
2018,4,2,10,1710.896429,82.2,0,1983.975,490
2018,4,2,11,3871.627778,111.075,0,1982.925,1168
2018,4,2,12,4002.075,192.275,0,1982.55,3862
2018,4,2,13,4001.719444,358.425,0,1982.525,13442
2018,4,2,14,4003.525,621.8,0,1982.55,17707
2018,4,2,15,3655.4625,703.9,0,1743.4,16912
2018,4,2,16,2395.25,465.725,0,1126.65,17634
2018,4,2,17,937.6,138.375,0,400.6,17793
2018,4,2,18,75.825,10.05,0,27.625,15762
2018,4,2,19,0,0,0,0,9411
2018,4,2,20,0,0,0,0,2745
2018,4,2,21,0,0,0,0,133
2018,4,2,22,0,0,0,0,0
2018,4,2,23,0,0,0,0,0
2018,4,3,0,0,0,0,0,0
2018,4,3,1,0,0,0,0,0
2018,4,3,2,0,0,0,0,0
2018,4,3,3,0,0,0,0,0
2018,4,3,4,0,0,0,0,0
2018,4,3,5,1.95,0.075,0,0,0
2018,4,3,6,342.0875,66,0,134.925,0
2018,4,3,7,1440.3,333.1,0,667.675,6
2018,4,3,8,2734.95,774.725,0,1343.9,240
2018,4,3,9,3813.45,1281.45,0,1812.075,2522
2018,4,3,10,4005.35,1592.425,0,1983.45,8341
2018,4,3,11,4003.475,1701.65,0,1982.775,14376
2018,4,3,12,4005.95,1727.625,0,1982.55,17817
2018,4,3,13,3669.4875,1572.15,0,1580.05,17938
2018,4,3,14,2533.417857,962.525,0,1138.8,17939
2018,4,3,15,1592.888889,641.3,0,1671.75,17772
2018,4,3,16,2040.375,517.3,0,857.725,16453
2018,4,3,17,732.975,204.825,0,183.7,13492
2018,4,3,18,20.17857143,5.025,0,8.1,9089
2018,4,3,19,0,0,0,0,7159
2018,4,3,20,0,0,0,0,2481
2018,4,3,21,0,0,0,0,45
2018,4,3,22,0,0,0,0,0
2018,4,3,23,0,0,0,0,0
2018,4,4,0,0,0,0,0,0
2018,4,4,1,0,0,0,0,0
2018,4,4,2,0,0,0,0,0
2018,4,4,3,0,0,0,0,0
2018,4,4,4,0,0,0,0,0
2018,4,4,5,2.9,1.1,0,0,0
2018,4,4,6,281.825,83.175,0,137.3,0
2018,4,4,7,1261.625,366.55,0,614.175,7
2018,4,4,8,2579.1625,815.475,0,1247.4,213
2018,4,4,9,3658.6125,1234.025,0,1780.025,2173
2018,4,4,10,4002.325,1491.375,0,1978.875,7321
2018,4,4,11,3998.55,1633.925,0,1980.275,13198
2018,4,4,12,3996.489286,1667.8,0,1979.95,17381
2018,4,4,13,3995.016667,1610.5,0,1980,17948
2018,4,4,14,3981.3125,1423.65,0,1951.175,17950
2018,4,4,15,3384.85,1091.325,0,1592.275,17945
2018,4,4,16,2185.025,609.625,0,1018.35,17911
2018,4,4,17,857.375,180.1,0,375.4,17513
2018,4,4,18,78.6375,16.65,0,35.15,14382
2018,4,4,19,0,0,0,0,8459
2018,4,4,20,0,0,0,0,2551
2018,4,4,21,0,0,0,0,165
2018,4,4,22,0,0,0,0,0
2018,4,4,23,0,0,0,0,0
2018,4,5,0,0,0,0,0,0
2018,4,5,1,0,0,0,0,0
2018,4,5,2,0,0,0,0,0
2018,4,5,3,0,0,0,0,0
2018,4,5,4,0,0,0,0,0
2018,4,5,5,6.975,0,0,0.2,0
2018,4,5,6,306.4285714,85.3,0,142.075,0
2018,4,5,7,1349.219444,405.75,0,673.925,8
2018,4,5,8,2752.9375,888.9,0,1313.675,257
2018,4,5,9,3763.525,1290.05,0,1814.675,2540
2018,4,5,10,4000.85,1541.75,0,1981.65,6644
2018,4,5,11,3997.325,1671.875,0,1980.3,13443
2018,4,5,12,3995.9375,1720.375,0,1979.625,17714
2018,4,5,13,3994.875,1617.525,0,1980.55,17945
2018,4,5,14,3963.35,1430.15,0,1892.225,17940
2018,4,5,15,3179.1,1074.85,0,1188.725,17945
2018,4,5,16,1154.9625,468.975,0,553.55,17947
2018,4,5,17,471.275,160.05,0,180.65,17419
2018,4,5,18,56.78571429,16.575,0,26.2,13054
2018,4,5,19,0,0,0,0,5249
2018,4,5,20,0,0,0,0,1733
2018,4,5,21,0,0,0,0,125
2018,4,5,22,0,0,0,0,0
2018,4,5,23,0,0,0,0,0
2018,4,6,0,0,0,0,0,0
2018,4,6,1,0,0,0,0,0
2018,4,6,2,0,0,0,0,0
2018,4,6,3,0,0,0,0,0
2018,4,6,4,0,0,0,0,0
2018,4,6,5,7.975,2.6,0,2.675,0
2018,4,6,6,372.4,90.1,0,172.225,0
2018,4,6,7,1445.65,426.275,0,705.75,10
2018,4,6,8,2797.8,912.425,0,1335.425,290
2018,4,6,9,3791.35,1310.5,0,1805.025,2786
2018,4,6,10,3999.875,1575.275,0,1982.35,8500
2018,4,6,11,3996.389286,1571.45,0,1981.825,14480
2018,4,6,12,3675.308333,1557.35,0,1819.875,17747
2018,4,6,13,3953.6,1547.35,0,1980.525,17950
2018,4,6,14,3898.9125,1432.85,0,1937.05,17833
2018,4,6,15,3448.525,1133.4,0,1561.775,17004
2018,4,6,16,1954.6875,620.175,0,696.725,17371
2018,4,6,17,543.525,214.6,0,295.35,17485
2018,4,6,18,81.125,24.875,0,22.45,14795
2018,4,6,19,0,0,0,0,8283
2018,4,6,20,0,0,0,0,2594
2018,4,6,21,0,0,0,0,211
2018,4,6,22,0,0,0,0,0
2018,4,6,23,0,0,0,0,0
2018,4,7,0,0,0,0,0,0
2018,4,7,1,0,0,0,0,0
2018,4,7,2,0,0,0,0,0
2018,4,7,3,0,0,0,0,0
2018,4,7,4,0,0,0,0,0
2018,4,7,5,0.725,0,0,0,0
2018,4,7,6,384.6,72.9,0,72.425,0
2018,4,7,7,816.6,262.225,0,369.65,4
2018,4,7,8,1062.75,412.6666667,0,676.15,216
2018,4,7,9,2205.7875,1028.55,0,1417.425,1941
2018,4,7,10,3662.0375,1179.2,0,1963.25,4296
2018,4,7,11,3803.075,938.45,0,1979.85,9817
2018,4,7,12,3974.858333,1336.825,0,1483.65,14837
2018,4,7,13,3975.175,1538.2,0,1726.6,13894
2018,4,7,14,3927.825,1364.6,0,1861.2,14843
2018,4,7,15,3236.375,1051.975,0,1501.725,17511
2018,4,7,16,2099.725,591.325,0,987.75,17956
2018,4,7,17,790.675,166.975,0,272.05,17419
2018,4,7,18,82.725,11.925,0,47.65,13880
2018,4,7,19,0,0,0,0,8203
2018,4,7,20,0,0,0,0,2333
2018,4,7,21,0,0,0,0,131
2018,4,7,22,0,0,0,0,0
2018,4,7,23,0,0,0,0,0
2018,4,8,0,0,0,0,0,0
2018,4,8,1,0,0,0,0,0
2018,4,8,2,0,0,0,0,0
2018,4,8,3,0,0,0,0,0
2018,4,8,4,0,0,0,0,0
2018,4,8,5,8.325,2.975,0,3.175,0
2018,4,8,6,287.7,77.825,0,147.575,0
2018,4,8,7,1333.625,393.025,0,670.475,10
2018,4,8,8,2598.925,855.425,0,1271.8,251
2018,4,8,9,3616.925,1242.175,0,1743.575,2329
2018,4,8,10,3962.35,1480.275,0,1968.85,7847
2018,4,8,11,3967.9,1594.95,0,1978.975,13554
2018,4,8,12,3980.5,1606.35,0,1978.525,17359
2018,4,8,13,3976.6,1524.8,0,1980.425,17955
2018,4,8,14,3880.325,1343.325,0,1866.675,17957
2018,4,8,15,3150.925,1030.85,0,1482.6,17954
2018,4,8,16,2034.3,581.025,0,954.85,17947
2018,4,8,17,822.8,177.225,0,359.175,17269
2018,4,8,18,87.425,16.275,0,36.375,11238
2018,4,8,19,0,0,0,0,7138
2018,4,8,20,0,0,0,0,2243
2018,4,8,21,0,0,0,0,147
2018,4,8,22,0,0,0,0,0
2018,4,8,23,0,0,0,0,0
2018,4,9,0,0,0,0,0,0
2018,4,9,1,0,0,0,0,0
2018,4,9,2,0,0,0,0,0
2018,4,9,3,0,0,0,0,0
2018,4,9,4,0,0,0,0,0
2018,4,9,5,14,4.275,0,0,0
2018,4,9,6,326.1,106.175,0,139.6,0
2018,4,9,7,1210.125,415.8,0,492.375,14
2018,4,9,8,2350.675,731.875,0,1123.075,304
2018,4,9,9,1627.3,609.125,0,452.525,2468
2018,4,9,10,1504.925,225.275,0,284.475,8133
2018,4,9,11,1140.45,202.475,0,557.95,11622
2018,4,9,12,3278.075,961,0,933.15,6635
2018,4,9,13,3504.775,637.475,0,961.525,3319
2018,4,9,14,3050.4,608.45,0,1432.65,4107
2018,4,9,15,3321.825,926.925,0,720.05,11964
2018,4,9,16,1964.275,256.825,0,467.325,6450
2018,4,9,17,687.6,167.65,0,452.45,7023
2018,4,9,18,103.45,22.5,0,36.2,7086
2018,4,9,19,0,0,0,0,3136
2018,4,9,20,0,0,0,0,2151
2018,4,9,21,0,0,0,0,179
2018,4,9,22,0,0,0,0,0
2018,4,9,23,0,0,0,0,0
2018,4,10,0,0,0,0,0,0
2018,4,10,1,0,0,0,0,0
2018,4,10,2,0,0,0,0,0
2018,4,10,3,0,0,0,0,0
2018,4,10,4,0,0,0,0,0
2018,4,10,5,12.175,2.575,0,4.8,0
2018,4,10,6,385.25,115.85,0,209.45,0
2018,4,10,7,1424.325,351.5,0,689.875,12
2018,4,10,8,2444,600.825,0,1071.375,293
2018,4,10,9,3044.6,1122.675,0,1518.15,2208
2018,4,10,10,3891.05,1379.975,0,1864.8,5758
2018,4,10,11,3957.1,1496.525,0,1919.2,9878
2018,4,10,12,3800.3,1274.4,0,1706.125,16221
2018,4,10,13,3443.325,1152.9,0,1651.45,17918
2018,4,10,14,2919.775,966.8,0,1438.3,17790
2018,4,10,15,2447.175,788.8,0,1142.825,17413
2018,4,10,16,1262.275,421.375,0,612.375,15664
2018,4,10,17,515.45,161.025,0,226.55,12923
2018,4,10,18,66.325,16.65,0,32.475,9732
2018,4,10,19,0,0,0,0,5180
2018,4,10,20,0,0,0,0,1676
2018,4,10,21,0,0,0,0,140
2018,4,10,22,0,0,0,0,0
2018,4,10,23,0,0,0,0,0
2018,4,11,0,0,0,0,0,0
2018,4,11,1,0,0,0,0,0
2018,4,11,2,0,0,0,0,0
2018,4,11,3,0,0,0,0,0
2018,4,11,4,0,0,0,0,0
2018,4,11,5,0,0,0,0,0
2018,4,11,6,66.725,47.6,0,17.3,0
2018,4,11,7,364.325,169.65,0,61.625,1
2018,4,11,8,593.25,200.625,0,162.525,114
2018,4,11,9,789.8,248.75,0,383.275,1111
2018,4,11,10,1032.9,268.1,0,361.95,3028
2018,4,11,11,849.175,286.175,0,427.7,3356
2018,4,11,12,1067.825,282.975,0,604.575,4003
2018,4,11,13,816.9,359.125,0,315.95,4401
2018,4,11,14,874.65,258.025,0,264.775,4244
2018,4,11,15,657.475,192.775,0,360.85,5560
2018,4,11,16,217.05,203.575,0,243.45,6085
2018,4,11,17,207.275,44.25,0,8.95,4173
2018,4,11,18,32.825,0,0,0.225,3047
2018,4,11,19,0,0,0,0,2905
2018,4,11,20,0,0,0,0,670
2018,4,11,21,0,0,0,0,44
2018,4,11,22,0,0,0,0,0
2018,4,11,23,0,0,0,0,0
2018,4,12,0,0,0,0,0,0
2018,4,12,1,0,0,0,0,0
2018,4,12,2,0,0,0,0,0
2018,4,12,3,0,0,0,0,0
2018,4,12,4,0,0,0,0,0
2018,4,12,5,5.575,0,0,0,0
2018,4,12,6,99.725,16.9,0,26.8,0
2018,4,12,7,314.35,59.425,0,76.775,1
2018,4,12,8,399.525,69.425,0,241.3,68
2018,4,12,9,432.15,142.25,0,177.125,564
2018,4,12,10,457.55,163.775,0,247.8,1149
2018,4,12,11,397.4625,203.7,0,205.925,1757
2018,4,12,12,639.825,195.725,0,344.35,2488
2018,4,12,13,611.2,149.825,0,330.35,2105
2018,4,12,14,591.2,243.775,0,205.325,2679
2018,4,12,15,422.9,181.225,0,154.525,2759
2018,4,12,16,446.95,86.3,0,140.525,2793
2018,4,12,17,181.6642857,28.175,0,191.55,3286
2018,4,12,18,34.64444444,3.128571428,0,16.9,1982
2018,4,12,19,0,0,0,0,968
2018,4,12,20,0,0,0,0,245
2018,4,12,21,0,0,0,0,35
2018,4,12,22,0,0,0,0,0
2018,4,12,23,0,0,0,0,0
2018,4,13,0,0,0,0,0,0
2018,4,13,1,0,0,0,0,0
2018,4,13,2,0,0,0,0,0
2018,4,13,3,0,0,0,0,0
2018,4,13,4,0,0,0,0,0
2018,4,13,5,16.55,6.125,0,3.9,0
2018,4,13,6,464.325,90.65,0,81.5,0
2018,4,13,7,1687.65,458.325,0,634.45,0
2018,4,13,8,2568.575,940.25,0,972.775,78
2018,4,13,9,3865.425,1324.55,0,663.725,1262
2018,4,13,10,3992.6875,1544.875,0,976.4,4364
2018,4,13,11,3983.025,1638.5,0,948.825,7286
2018,4,13,12,3966.125,1655.125,0,1222.9,8912
2018,4,13,13,3766.225,1452.6,0,1182.575,8984
2018,4,13,14,2596.25,1165.525,0,1174.925,8984
2018,4,13,15,2330.925,1143.975,0,1230.825,10681
2018,4,13,16,2067.625,627.775,0,596.375,13686
2018,4,13,17,759.475,246.8,0,357.475,13541
2018,4,13,18,109.175,29.125,0,56.7,12701
2018,4,13,19,0,0,0,0,7158
2018,4,13,20,0,0,0,0,2804
2018,4,13,21,0,0,0,0,285
2018,4,13,22,0,0,0,0,0
2018,4,13,23,0,0,0,0,0
2018,4,14,0,0,0,0,0,0
2018,4,14,1,0,0,0,0,0
2018,4,14,2,0,0,0,0,0
2018,4,14,3,0,0,0,0,0
2018,4,14,4,0,0,0,0,0
2018,4,14,5,16.6625,3.175,0,8.7,0
2018,4,14,6,405.975,128.05,0,148.075,0
2018,4,14,7,1443.075,310.5,0,682.825,11
2018,4,14,8,2277.575,518.725,0,1073.025,223
2018,4,14,9,2680.425,695.475,0,1860.325,1377
2018,4,14,10,3328.875,1185.75,0,1977.65,3838
2018,4,14,11,3986.075,1691.45,0,1654.55,6809
2018,4,14,12,3972.6125,1682.5,0,1643.15,10227
2018,4,14,13,1935.975,785.15,0,820.125,15176
2018,4,14,14,2806.375,1299.025,0,553.1,16882
2018,4,14,15,3484.75,564.55,0,1089.05,11380
2018,4,14,16,1926.525,406.7,0,752.8,12860
2018,4,14,17,473.65,93.9,0,367.825,9054
2018,4,14,18,54.75,9.45,0,44.825,3994
2018,4,14,19,0,0,0,0,3223
2018,4,14,20,0,0,0,0,1042
2018,4,14,21,0,0,0,0,60
2018,4,14,22,0,0,0,0,0
2018,4,14,23,0,0,0,0,0
2018,4,15,0,0,0,0,0,0
2018,4,15,1,0,0,0,0,0
2018,4,15,2,0,0,0,0,0
2018,4,15,3,0,0,0,0,0
2018,4,15,4,0,0,0,0,0
2018,4,15,5,3.5,3.775,0,5.1,0
2018,4,15,6,248.125,79.625,0,114.175,0
2018,4,15,7,625.7,133.125,0,194.2,14
2018,4,15,8,593.95,189.8,0,206.4,256
2018,4,15,9,419.45,231.525,0,274.325,1394
2018,4,15,10,472.5,184.625,0,338.2,2443
2018,4,15,11,674.325,194.6,0,481.35,2097
2018,4,15,12,928.95,238.575,0,755.575,2796
2018,4,15,13,1022.075,430.325,0,302.2,2639
2018,4,15,14,719.825,181.425,0,247.6,2926
2018,4,15,15,420.325,288.3,0,408.775,4172
2018,4,15,16,651.3777777,105.1555556,0,458.4222222,4480
2018,4,15,17,242.45,80.5,0,179.425,2797
2018,4,15,18,96.725,0,0,11.275,4266
2018,4,15,19,0,0,0,0,932
2018,4,15,20,0,0,0,0,385
2018,4,15,21,0,0,0,0,4
2018,4,15,22,0,0,0,0,0
2018,4,15,23,0,0,0,0,0
2018,4,16,0,0,0,0,0,0
2018,4,16,1,0,0,0,0,0
2018,4,16,2,0,0,0,0,0
2018,4,16,3,0,0,0,0,0
2018,4,16,4,0,0,0,0,0
2018,4,16,5,0,1,0,0,0
2018,4,16,6,88.075,18.975,0,37.95,0
2018,4,16,7,263.125,42.725,0,142.125,1
2018,4,16,8,417.1,63.025,0,220.95,50
2018,4,16,9,572.5,137.1,0,322.175,436
2018,4,16,10,967.825,397.15,0,708.45,759
2018,4,16,11,774.975,525.5,0,785.95,1605
2018,4,16,12,1083.2,454.1,0,601.675,3348
2018,4,16,13,786.75,371.275,0,872.3,5296
2018,4,16,14,396.575,156.35,0,234.175,5964
2018,4,16,15,346.825,202.625,0,163.025,6068
2018,4,16,16,239.85,83.125,0,114.175,4762
2018,4,16,17,105.425,35.05,0,35.55,1884
2018,4,16,18,21.675,3.275,0,9.425,2350
2018,4,16,19,0,0,0,0,921
2018,4,16,20,0,0,0,0,300
2018,4,16,21,0,0,0,0,25
2018,4,16,22,0,0,0,0,0
2018,4,16,23,0,0,0,0,0
2018,4,17,0,0,0,0,0,0
2018,4,17,1,0,0,0,0,0
2018,4,17,2,0,0,0,0,0
2018,4,17,3,0,0,0,0,0
2018,4,17,4,0,0,0,0,0
2018,4,17,5,0,0,0,0,0
2018,4,17,6,89.875,13.675,0,34.025,0
2018,4,17,7,158.625,82.275,0,119.525,1
2018,4,17,8,1007.55,226.65,0,253.125,49
2018,4,17,9,2022.825,724.675,0,429.15,434
2018,4,17,10,2364.175,824.25,0,607.35,1504
2018,4,17,11,2725.475,952.475,0,477.025,3442
2018,4,17,12,2640.9,755.425,0,441.775,6196
2018,4,17,13,1110.425,1030.525,0,602.8,9031
2018,4,17,14,352.575,413.925,0,467.825,14193
2018,4,17,15,652.625,160.25,0,370.175,16944
2018,4,17,16,469.125,145.125,0,200.9,14402
2018,4,17,17,219.325,89.25,0,112.1,7075
2018,4,17,18,44.55,9.2,0,19.125,2543
2018,4,17,19,0,0,0,0,1695
2018,4,17,20,0,0,0,0,918
2018,4,17,21,0,0,0,0,61
2018,4,17,22,0,0,0,0,0
2018,4,17,23,0,0,0,0,0
2018,4,18,0,0,0,0,0,0
2018,4,18,1,0,0,0,0,0
2018,4,18,2,0,0,0,0,0
2018,4,18,3,0,0,0,0,0
2018,4,18,4,0,0,0,0,0
2018,4,18,5,23.65,5.7,0,12.775,0
2018,4,18,6,580.35,117.8,0,178.375,0
2018,4,18,7,1452.85,496.3,0,790.65,21
2018,4,18,8,2917.425,960.875,0,1416.65,405
2018,4,18,9,3795.975,1147.45,0,1872.15,3122
2018,4,18,10,3884.025,1607.825,0,1589,8781
2018,4,18,11,3886.025,1689.95,0,1738.775,14281
2018,4,18,12,2382.675,1465.775,0,1555.925,17352
2018,4,18,13,1811.65,471.5,0,512.05,16677
2018,4,18,14,1183.7,349.925,0,741.1,17759
2018,4,18,15,1456.55,394.75,0,1256.5,15664
2018,4,18,16,1241.875,372.575,0,764.3,8855
2018,4,18,17,670.8,127.85,0,384.25,5526
2018,4,18,18,106.1,20.1,0,53.5,4402
2018,4,18,19,0,0,0,0,4873
2018,4,18,20,0,0,0,0,1274
2018,4,18,21,0,0,0,0,204
2018,4,18,22,0,0,0,0,0
2018,4,18,23,0,0,0,0,0
2018,4,19,0,0,0,0,0,0
2018,4,19,1,0,0,0,0,0
2018,4,19,2,0,0,0,0,0
2018,4,19,3,0,0,0,0,0
2018,4,19,4,0,0,0,0,0
2018,4,19,5,24.875,1.65,0,9.15,0
2018,4,19,6,482.95,106.5,0,283.575,0
2018,4,19,7,1633.15,451.3,0,818.45,7
2018,4,19,8,2896.65,611.95,0,1392.9,295
2018,4,19,9,3140.825,1043.025,0,1917.65,2962
2018,4,19,10,3286.4,403.6,0,1253.6,8439
2018,4,19,11,1486.1,528.6,0,950.35,8766
2018,4,19,12,3054.875,554.925,0,1077.65,12549
2018,4,19,13,3949,802.4,0,1393.95,4927
2018,4,19,14,3775.7,1183.6,0,1546.125,6937
2018,4,19,15,3033.1,1018.175,0,733.875,11765
2018,4,19,16,1901.525,576.2,0,1033.275,10224
2018,4,19,17,978.025,239.45,0,380.875,12733
2018,4,19,18,138.125,32.45,0,43.2,11137
2018,4,19,19,0,0,0,0,7010
2018,4,19,20,0,0,0,0,2383
2018,4,19,21,0,0,0,0,309
2018,4,19,22,0,0,0,0,0
2018,4,19,23,0,0,0,0,0
2018,4,20,0,0,0,0,0,0
2018,4,20,1,0,0,0,0,0
2018,4,20,2,0,0,0,0,0
2018,4,20,3,0,0,0,0,0
2018,4,20,4,0,0,0,0,0
2018,4,20,5,0,0,0,0,0
2018,4,20,6,10.025,7.8,0,40.525,0
2018,4,20,7,53.7,49.425,0,153.275,3
2018,4,20,8,158.875,85.1,0,271.325,49
2018,4,20,9,818.475,301.7,0,559.6,223
2018,4,20,10,612.375,455.1,0,558.875,876
2018,4,20,11,745.675,263.725,0,585.325,1840
2018,4,20,12,820.05,156.125,0,496.85,2642
2018,4,20,13,678.85,275,0,661.625,2319
2018,4,20,14,659.375,188.275,0,468.175,2194
2018,4,20,15,312.025,207.15,0,278.175,2679
2018,4,20,16,156.7,267.5,0,153.8,3877
2018,4,20,17,152.7,153.45,0,81.675,4039
2018,4,20,18,78.35,45.8,0,12.45,4453
2018,4,20,19,0,0,0,0,3522
2018,4,20,20,0,0,0,0,1894
2018,4,20,21,0,0,0,0,346
2018,4,20,22,0,0,0,0,0
2018,4,20,23,0,0,0,0,0
2018,4,21,0,0,0,0,0,0
2018,4,21,1,0,0,0,0,0
2018,4,21,2,0,0,0,0,0
2018,4,21,3,0,0,0,0,0
2018,4,21,4,0,0,0,0,0
2018,4,21,5,2.25,3.35,0,0,0
2018,4,21,6,41.575,33.725,0,0,0
2018,4,21,7,87.35,39.55,0,0,4
2018,4,21,8,86.175,34.55,0,3.3,93
2018,4,21,9,105.775,31.275,0,17.175,572
2018,4,21,10,77.65,25.375,0,44.35,584
2018,4,21,11,209.975,29.125,0,110.5,550
2018,4,21,12,877.575,59.175,0,248.675,381
2018,4,21,13,792.925,27.675,0,309.75,450
2018,4,21,14,1205.175,38.125,0,397.1,1855
2018,4,21,15,873.7,22.225,0,759.25,5416
2018,4,21,16,470.125,22.075,0,377.125,4320
2018,4,21,17,200.825,6.275,0,173.075,3526
2018,4,21,18,45.125,0,0,50.675,3584
2018,4,21,19,0,0,0,0,2423
2018,4,21,20,0,0,0,0,1144
2018,4,21,21,0,0,0,0,10
2018,4,21,22,0,0,0,0,0
2018,4,21,23,0,0,0,0,0
2018,4,22,0,0,0,0,0,0
2018,4,22,1,0,0,0,0,0
2018,4,22,2,0,0,0,0,0
2018,4,22,3,0,0,0,0,0
2018,4,22,4,0,0,0,0,0
2018,4,22,5,10.1,0,0,0,0
2018,4,22,6,149.6,5.475,0,20.125,0
2018,4,22,7,1041.1,47.375,0,89.175,15
2018,4,22,8,1358.625,88.675,0,135.3,217
2018,4,22,9,1184.625,14.425,0,540.1,1741
2018,4,22,10,3119.4,49.425,0,1345.325,6087
2018,4,22,11,3147.375,218.85,0,1441,6169
2018,4,22,12,2526.1,505,0,1302.675,2869
2018,4,22,13,2812.975,883.6,0,1368.225,7083
2018,4,22,14,1465.6,651.25,0,1101.475,10114
2018,4,22,15,1411.375,423.975,0,662.725,9655
2018,4,22,16,1580.35,104.175,0,795.5,9975
2018,4,22,17,827.95,18.875,0,219.25,10928
2018,4,22,18,156.175,6.775,0,2.975,5768
2018,4,22,19,0,0,0,0,3225
2018,4,22,20,0,0,0,0,1080
2018,4,22,21,0,0,0,0,113
2018,4,22,22,0,0,0,0,0
2018,4,22,23,0,0,0,0,0
2018,4,23,0,0,0,0,0,0
2018,4,23,1,0,0,0,0,0
2018,4,23,2,0,0,0,0,0
2018,4,23,3,0,0,0,0,0
2018,4,23,4,0,0,0,0,0
2018,4,23,5,5.75,0.375,0,1.675,0
2018,4,23,6,132.525,13.9,0,54.3,0
2018,4,23,7,986.425,131.525,0,490.075,10
2018,4,23,8,3075.925,479.55,0,1500.85,200
2018,4,23,9,3931.875,694.525,0,1922.7,1869
2018,4,23,10,4002.5,816.65,0,1981.825,7836
